id,name,description,ingredients,steps,tags,minutes
210,Lamb Chops,"A delicious and authentic Lamb Chops, honoring traditional global cooking methods.","['500g mutton', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the mutton by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the mutton and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['mutton', 'global', 'authentic', 'category:main']",45
211,Haggis,"A delicious and authentic Haggis, honoring traditional Scotland cooking methods.","['500g mutton', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the mutton by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the mutton and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['mutton', 'scotland', 'authentic', 'category:main']",45
212,Lamb Shawarma,"A delicious and authentic Lamb Shawarma, honoring traditional Global cooking methods.","['500g mutton', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the mutton by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the mutton and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['mutton', 'global', 'authentic', 'category:main']",45
213,Prawn Curry,"A delicious and authentic Prawn Curry, honoring traditional India, Thailand cooking methods.","['500g prawn', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the prawn by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the prawn and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['prawn', 'india,-thailand', 'authentic', 'category:main']",45
214,Garlic Butter Shrimp,"A delicious and authentic Garlic Butter Shrimp, honoring traditional Global cooking methods.","['500g prawn', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the prawn by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the prawn and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['prawn', 'global', 'authentic', 'category:main']",45
215,Shrimp Scampi,"A delicious and authentic Shrimp Scampi, honoring traditional Italy/US cooking methods.","['500g prawn', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the prawn by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the prawn and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['prawn', 'italy/us', 'authentic', 'category:main']",45
216,Tempura Shrimp,"A delicious and authentic Tempura Shrimp, honoring traditional Japan cooking methods.","['500g prawn', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the prawn by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the prawn and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['prawn', 'japan', 'authentic', 'category:main']",45
217,Kung Pao Shrimp,"A delicious and authentic Kung Pao Shrimp, honoring traditional China cooking methods.","['500g prawn', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the prawn by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the prawn and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['prawn', 'china', 'authentic', 'category:main']",45
218,Shrimp Fried Rice,"A delicious and authentic Shrimp Fried Rice, honoring traditional Global cooking methods.","['500g prawn', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the prawn by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the prawn and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['prawn', 'global', 'authentic', 'category:main']",45
219,Shrimp Tacos,"A delicious and authentic Shrimp Tacos, honoring traditional Mexico cooking methods.","['500g prawn', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the prawn by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the prawn and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['prawn', 'mexico', 'authentic', 'category:starter']",45
220,Prawn Biryani,"A delicious and authentic Prawn Biryani, honoring traditional Global cooking methods.","['500g prawn', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the prawn by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the prawn and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['prawn', 'global', 'authentic', 'category:main']",45
221,Tom Yum Goong,"A delicious and authentic Tom Yum Goong, honoring traditional Thailand cooking methods.","['500g prawn', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the prawn by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the prawn and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['prawn', 'thailand', 'authentic', 'category:main']",45
222,Jambalaya,"A delicious and authentic Jambalaya, honoring traditional USA cooking methods.","['500g prawn', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the prawn by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the prawn and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['prawn', 'usa', 'authentic', 'category:main']",45
223,Shrimp Etouffee,"A delicious and authentic Shrimp Etouffee, honoring traditional Louisiana cooking methods.","['500g prawn', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the prawn by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the prawn and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['prawn', 'louisiana', 'authentic', 'category:main']",45
224,Chilli Crab,"A delicious and authentic Chilli Crab, honoring traditional Singapore cooking methods.","['500g crab', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the crab by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the crab and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['crab', 'singapore', 'authentic', 'category:main']",45
225,Crab Curry,"A delicious and authentic Crab Curry, honoring traditional India cooking methods.","['500g crab', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the crab by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the crab and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['crab', 'india', 'authentic', 'category:main']",45
226,Soft Shell Crab Tempura,"A delicious and authentic Soft Shell Crab Tempura, honoring traditional Japan cooking methods.","['500g crab', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the crab by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the crab and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['crab', 'japan', 'authentic', 'category:main']",45
227,Crab Cakes,"A delicious and authentic Crab Cakes, honoring traditional USA cooking methods.","['500g crab', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the crab by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the crab and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['crab', 'usa', 'authentic', 'category:main']",45
228,Crab Rangoon,"A delicious and authentic Crab Rangoon, honoring traditional Chinese-American cooking methods.","['500g crab', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the crab by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the crab and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['crab', 'chinese-american', 'authentic', 'category:main']",45
